ICSD Code,Formula,Chemical Formula,Space Group,Validation Status,Measurement Conditions,Compound Class,Year,Journal,GII,Failure Mode,Disorder Type
52783,Ca1 O1,Ca1 O1,F m -3 m,Failed,Ambient,Oxide,1968.0,Journal of Applied Crystallography,0.1135,Type6_Anomaly,pure
60199,Ca1 O1,Ca1 O1,F m -3 m,Failed,Ambient,Oxide,1927.0,Zeitschrift fuer Physikalische Chemie (Leipzig),0.1144,Type6_Anomaly,pure
60704,Ca1 O1,Ca1 O1,F m -3 m,Failed,Ambient,Oxide,1945.0,"Journal of the Iron and Steel Institute, London",0.11,Type6_Anomaly,pure
61550,Ca1 O1,Ca1 O1,F m -3 m,Failed,Ambient,Oxide,1929.0,Gazzetta Chimica Italiana,0.1176,Type6_Anomaly,pure
75785,Ca1 O1,Ca1 O1,F m -3 m,Failed,Ambient,Oxide,,,0.1066,Type6_Anomaly,pure
90486,Ca1 O1,Ca1 O1,F m -3 m,Failed,Ambient,Oxide,2000.0,Journal of Physics: Condensed Matter,0.109,Type6_Anomaly,pure
148208,Ca1 O1,Ca1 O1,F m -3 m,Failed,Ambient,Oxide,2023.0,Inorganic Chemistry,0.1133,Type6_Anomaly,pure
163628,Ca1 O1,Ca1 O1,F m -3 m,Failed,Ambient,Oxide,2009.0,Journal of Materials Chemistry,0.113,Type6_Anomaly,pure
197982,Ca1 O1,Ca1 O1,F m -3 m,Failed,Ambient,Oxide,1984.0,Transactions and Journal of the British Ceramic Society,0.1135,Type6_Anomaly,pure
198080,Ca1 O1,Ca1 O1,F m -3 m,Failed,Ambient,Oxide,,,0.1144,Type6_Anomaly,pure
261847,Ca1 O1,Ca1 O1,F m -3 m,Failed,Ambient,Oxide,2011.0,Journal of Solid State Chemistry,0.1199,Type6_Anomaly,pure
24802,Cd1 O1,Cd1 O1,F m -3 m,Failed,Ambient,Oxide,1928.0,"Proceedings of the Physical Society, London",0.11,Type6_Anomaly,pure
29289,Cd1 O1,Cd1 O1,F m -3 m,Failed,Ambient,Oxide,1960.0,Journal of Physics and Chemistry of Solids,0.1056,Type6_Anomaly,pure
29290,Cd1 O1,Cd1 O1,F m -3 m,Failed,Ambient,Oxide,1960.0,Journal of Physics and Chemistry of Solids,0.1056,Type6_Anomaly,pure
29291,Cd1 O1,Cd1 O1,F m -3 m,Failed,Ambient,Oxide,1960.0,Journal of Physics and Chemistry of Solids,0.1067,Type6_Anomaly,pure
29292,Cd1 O1,Cd1 O1,F m -3 m,Failed,Ambient,Oxide,1960.0,Journal of Physics and Chemistry of Solids,0.1069,Type6_Anomaly,pure
31055,Cd1 O1,Cd1 O1,F m -3 m,Failed,Ambient,Oxide,1922.0,Zeitschrift fuer Kristallographie,0.1415,Type6_Anomaly,pure
61554,Cd1 O1,Cd1 O1,F m -3 m,Failed,Ambient,Oxide,1929.0,Gazzetta Chimica Italiana,0.1365,Type6_Anomaly,pure
181294,Cd1 O1,Cd1 O1,F m -3 m,Failed,Ambient,Oxide,2011.0,"Physica B: Condensed Matter (Amsterdam, Netherlands)",0.0943,Type6_Anomaly,pure
181735,Cd1 O1,Cd1 O1,F m -3 m,Failed,Ambient,Oxide,2011.0,Journal of Alloys and Compounds,0.111,Type6_Anomaly,pure
197688,Cd1 O1,Cd1 O1,F m -3 m,Failed,Ambient,Oxide,1953.0,National Bureau of Standards Circular (U. S.),0.1061,Type6_Anomaly,pure
259401,Cd1 O1,Cd1 O1,F m -3 m,Failed,Ambient,Oxide,2015.0,RSC Advances,0.1108,Type6_Anomaly,pure
259402,Cd1 O1,Cd1 O1,F m -3 m,Failed,Ambient,Oxide,2015.0,RSC Advances,0.0921,Type6_Anomaly,pure
259403,Cd1 O1,Cd1 O1,F m -3 m,Failed,Ambient,Oxide,2015.0,RSC Advances,0.0982,Type6_Anomaly,pure
259409,Cd1 O1,Cd1 O1,F m -3 m,Failed,Ambient,Oxide,2016.0,Bulletin of Materials Science,0.1155,Type6_Anomaly,pure
620202,Cd1 O1,Cd1 O1,F m -3 m,Failed,Ambient,Oxide,,Comptes Rendus Hebdomadaires des Seances de l'Academie des Sciences,0.0935,Type6_Anomaly,pure
620205,Cd1 O1,Cd1 O1,F m -3 m,Failed,Ambient,Oxide,1984.0,Transactions and Journal of the British Ceramic Society,0.1061,Type6_Anomaly,pure
620206,Cd1 O1,Cd1 O1,F m -3 m,Failed,Ambient,Oxide,1971.0,Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE),0.1059,Type6_Anomaly,pure
164322,Co1 Li1 O2,Co1 Li1 O2,F m -3 m,Failed,Ambient,Oxide,1994.0,"Journal of Applied Physics (Melville, NY, United States)",0.2855,Type6_Anomaly,heterovalent
164323,Co1 Li1 O2,Co1 Li1 O2,F m -3 m,Failed,Ambient,Oxide,1994.0,"Journal of Applied Physics (Melville, NY, United States)",0.2749,Type6_Anomaly,heterovalent
9865,Co1 O1,Co1 O1,F m -3 m,Borderline,Ambient,Oxide,1979.0,Proceedings of the Japan Academy,0.0529,,pure
28505,Co1 O1,Co1 O1,F m -3 m,Validated,Ambient,Oxide,1968.0,Physical Review,0.0363,,pure
28506,Co1 O1,Co1 O1,F m -3 m,Validated,Ambient,Oxide,1968.0,Physical Review,0.0363,,pure
29049,Co1 O1,Co1 O1,F m -3 m,Validated,Ambient,Oxide,1950.0,"Nature (London, United Kingdom)",0.0465,,pure
29081,Co1 O1,Co1 O1,F m -3 m,Validated,Ambient,Oxide,1962.0,"Nature (London, United Kingdom)",0.0234,,pure
29226,Co1 O1,Co1 O1,F m -3 m,Validated,Ambient,Oxide,1958.0,Journal of Physics and Chemistry of Solids,0.0286,,pure
53057,Co1 O1,Co1 O1,F m -3 m,Validated,Ambient,Oxide,1928.0,Gazzetta Chimica Italiana,0.0029,,pure
53058,Co1 O1,Co1 O1,F m -3 m,Validated,Ambient,Oxide,1984.0,Transactions and Journal of the British Ceramic Society,0.0387,,pure
53929,Co1 O1,Co1 O1,F m -3 m,Validated,Ambient,Oxide,,,0.0234,,pure
61326,Co1 O1,Co1 O1,F m -3 m,Borderline,Ambient,Oxide,1968.0,"Zeitschrift fuer Physikalische Chemie (Muenchen, Germany)",0.0516,,pure
76638,Co1 O1,Co1 O1,F m -3 m,Validated,Ambient,Oxide,1950.0,"Nature (London, United Kingdom)",0.0467,,pure
128532,Co1 O1,Co1 O1,F m -3 m,Validated,Ambient,Oxide,2023.0,Inorganic Chemistry,0.0454,,pure
128534,Co1 O1,Co1 O1,F m -3 m,Validated,Ambient,Oxide,2023.0,Inorganic Chemistry,0.0454,,pure
191776,Co1 O1,Co1 O1,F m -3 m,Borderline,Ambient,Oxide,2001.0,Physical Review B: Condensed Matter and Materials Physics,0.05,,pure
245319,Co1 O1,Co1 O1,F m -3 m,Validated,Ambient,Oxide,2006.0,Journal of Physical Chemistry B,0.0427,,pure
245320,Co1 O1,Co1 O1,F m -3 m,Borderline,Ambient,Oxide,2006.0,Journal of Physical Chemistry B,0.0629,,pure
245321,Co1 O1,Co1 O1,F m -3 m,Borderline,Ambient,Oxide,2006.0,Journal of Physical Chemistry B,0.0654,,pure
245322,Co1 O1,Co1 O1,F m -3 m,Borderline,Ambient,Oxide,2006.0,Journal of Physical Chemistry B,0.0541,,pure
245323,Co1 O1,Co1 O1,F m -3 m,Validated,Ambient,Oxide,2006.0,Journal of Physical Chemistry B,0.0491,,pure
245324,Co1 O1,Co1 O1,F m -3 m,Borderline,Ambient,Oxide,2006.0,Journal of Physical Chemistry B,0.0541,,pure
624575,Co1 O1,Co1 O1,F m -3 m,Validated,Ambient,Oxide,1955.0,Journal of Metals,0.0495,,pure
624580,Co1 O1,Co1 O1,F m -3 m,Validated,Ambient,Oxide,,,0.0234,,pure
109296,Cr1 O1,Cr1 O1,F m -3 m,Failed,Ambient,Oxide,,,0.2058,Type6_Anomaly,pure
61633,Cr1 O1.01,Cr1 O1.01,F m -3 m,Failed,Ambient,Oxide,1967.0,Monatshefte fuer Chemie,0.3138,Type6_Anomaly,pure
61545,Cu0.05 Ni0.95 O1,Cu0.05 Ni0.95 O1,F m -3 m,Validated,Ambient,Oxide,1964.0,Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE),0.0442,,homovalent
61546,Cu0.1 Ni0.9 O1,Cu0.1 Ni0.9 O1,F m -3 m,Validated,Ambient,Oxide,1964.0,Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE),0.0478,,homovalent
61547,Cu0.15 Ni0.85 O1,Cu0.15 Ni0.85 O1,F m -3 m,Validated,Ambient,Oxide,1964.0,Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE),0.0524,,homovalent
61548,Cu0.2 Ni0.8 O1,Cu0.2 Ni0.8 O1,F m -3 m,Validated,Ambient,Oxide,1964.0,Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE),0.0566,,homovalent
61549,Cu0.25 Ni0.75 O1,Cu0.25 Ni0.75 O1,F m -3 m,Borderline,Ambient,Oxide,1964.0,Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE),0.0612,,homovalent
61323,Cu1 O1,Cu1 O1,F m -3 m,Failed,Ambient,Oxide,1968.0,"Zeitschrift fuer Physikalische Chemie (Muenchen, Germany)",0.1203,Type6_Anomaly,pure
53437,Eu1 O1,Eu1 O1,F m -3 m,Failed,Ambient,Oxide,1963.0,Reactor Materials,0.1672,Type6_Anomaly,pure
148688,Eu1 O1,Eu1 O1,F m -3 m,Failed,Ambient,Oxide,2023.0,Journal of the American Chemical Society,0.1706,Type6_Anomaly,pure
148690,Eu1 O1,Eu1 O1,F m -3 m,Failed,Ambient,Oxide,2023.0,Journal of the American Chemical Society,0.1706,Type6_Anomaly,pure
148692,Eu1 O1,Eu1 O1,F m -3 m,Failed,Ambient,Oxide,2023.0,Journal of the American Chemical Society,0.174,Type6_Anomaly,pure
148694,Eu1 O1,Eu1 O1,F m -3 m,Failed,Ambient,Oxide,2023.0,Journal of the American Chemical Society,0.1677,Type6_Anomaly,pure
148696,Eu1 O1,Eu1 O1,F m -3 m,Failed,Ambient,Oxide,2023.0,Journal of the American Chemical Society,0.1649,Type6_Anomaly,pure
176176,Eu1 O1,Eu1 O1,F m -3 m,Failed,Ambient,Oxide,2024.0,Chemistry of Materials,0.1639,Type6_Anomaly,pure
176179,Eu1 O1,Eu1 O1,F m -3 m,Failed,Ambient,Oxide,2024.0,Chemistry of Materials,0.1639,Type6_Anomaly,pure
631456,Eu1 O1,Eu1 O1,F m -3 m,Failed,Ambient,Oxide,1956.0,Journal of the American Chemical Society,0.1689,Type6_Anomaly,pure
631458,Eu1 O1,Eu1 O1,F m -3 m,Failed,Ambient,Oxide,1966.0,Physical Review,0.1698,Type6_Anomaly,pure
631466,Eu1 O1,Eu1 O1,F m -3 m,Failed,Ambient,Oxide,1984.0,Transactions and Journal of the British Ceramic Society,0.1672,Type6_Anomaly,pure
631469,Eu1 O1,Eu1 O1,F m -3 m,Failed,Ambient,Oxide,1964.0,"Proceedings of the Conference on Rare Earths Research, 1963, 3rd",0.1672,Type6_Anomaly,pure
119446,Fe0.02 Ni0.98 O1,Fe0.02 Ni0.98 O1,F m -3 m,Failed,Ambient,Oxide,2007.0,Inorganic Materials,0.0982,Type3_Vacancy,homovalent
158835,Fe0.02 Ni0.98 O1,Fe0.02 Ni0.98 O1,F m -3 m,Failed,Ambient,Oxide,2007.0,Neorganicheskie Materialy,0.0982,Type3_Vacancy,homovalent
119447,Fe0.05 Ni0.95 O1,Fe0.05 Ni0.95 O1,F m -3 m,Failed,Ambient,Oxide,2007.0,Inorganic Materials,0.0982,Type3_Vacancy,homovalent
158836,Fe0.05 Ni0.95 O1,Fe0.05 Ni0.95 O1,F m -3 m,Failed,Ambient,Oxide,2007.0,Neorganicheskie Materialy,0.0982,Type3_Vacancy,homovalent
60690,Fe0.099 Mn0.901 O1,Fe0.099 Mn0.901 O1,F m -3 m,Failed,Ambient,Oxide,1945.0,"Journal of the Iron and Steel Institute, London",0.0905,Type3_Vacancy,homovalent
60689,Fe0.198 Mn0.802 O1,Fe0.198 Mn0.802 O1,F m -3 m,Failed,Ambient,Oxide,1945.0,"Journal of the Iron and Steel Institute, London",0.0777,Type3_Vacancy,homovalent
60688,Fe0.331 Mn0.669 O1,Fe0.331 Mn0.669 O1,F m -3 m,Failed,Ambient,Oxide,1945.0,"Journal of the Iron and Steel Institute, London",0.0594,Type3_Vacancy,homovalent
60687,Fe0.497 Mn0.503 O1,Fe0.497 Mn0.503 O1,F m -3 m,Failed,Ambient,Oxide,1945.0,"Journal of the Iron and Steel Institute, London",0.0533,Type3_Vacancy,homovalent
60686,Fe0.664 Mn0.336 O1,Fe0.664 Mn0.336 O1,F m -3 m,Borderline,Ambient,Oxide,1945.0,"Journal of the Iron and Steel Institute, London",0.0556,,homovalent
60685,Fe0.798 Mn0.202 O1,Fe0.798 Mn0.202 O1,F m -3 m,Validated,Ambient,Oxide,1945.0,"Journal of the Iron and Steel Institute, London",0.0575,,homovalent
60684,Fe0.899 Mn0.101 O1,Fe0.899 Mn0.101 O1,F m -3 m,Validated,Ambient,Oxide,1945.0,"Journal of the Iron and Steel Institute, London",0.059,Type3_Vacancy,homovalent
27237,Fe0.902 O1,Fe0.902 O1,F m -3 m,Validated,Ambient,Oxide,,,0.0021,,pure
27850,Fe0.911 O1,Fe0.911 O1,F m -3 m,Validated,Ambient,Oxide,1933.0,Journal of Chemical Physics,0.0089,,pure
27851,Fe0.918 O1,Fe0.918 O1,F m -3 m,Validated,Ambient,Oxide,1933.0,Journal of Chemical Physics,0.0053,,pure
27852,Fe0.929 O1,Fe0.929 O1,F m -3 m,Validated,Ambient,Oxide,1933.0,Journal of Chemical Physics,0.0016,,pure
633031,Fe0.93 O1,Fe0.93 O1,F m -3 m,Validated,Ambient,Oxide,1983.0,Journal of Physics and Chemistry of Solids,0.0154,,pure
27853,Fe0.932 O1,Fe0.932 O1,F m -3 m,Validated,Ambient,Oxide,1933.0,Journal of Chemical Physics,0.0028,,pure
24696,Fe0.942 O1,Fe0.942 O1,F m -3 m,Validated,Ambient,Oxide,1953.0,Acta Crystallographica,0.0205,,pure
27854,Fe0.944 O1,Fe0.944 O1,F m -3 m,Validated,Ambient,Oxide,1933.0,Journal of Chemical Physics,0.0114,,pure
27855,Fe0.944 O1,Fe0.944 O1,F m -3 m,Validated,Ambient,Oxide,1933.0,Journal of Chemical Physics,0.0128,,pure
24695,Fe0.974 O1,Fe0.974 O1,F m -3 m,Validated,Ambient,Oxide,1953.0,Acta Crystallographica,0.0118,,pure
28364,Fe1 Li1 O2,Fe1 Li1 O2,F m -3 m,Failed,Ambient,Oxide,1964.0,Journal of Physics and Chemistry of Solids,0.1776,Type6_Anomaly,heterovalent
28365,Fe1 Li1 O2,Fe1 Li1 O2,F m -3 m,Failed,Ambient,Oxide,1964.0,Journal of Physics and Chemistry of Solids,0.1789,Type6_Anomaly,heterovalent
63919,Fe1 Li1 O2,Fe1 Li1 O2,F m -3 m,Failed,Ambient,Oxide,2022.0,Journal of the American Chemical Society,0.1775,Type6_Anomaly,heterovalent
76657,Fe1 Li1 O2,Fe1 Li1 O2,F m -3 m,Failed,Ambient,Oxide,,Comptes Rendus Hebdomadaires des Seances de l'Academie des Sciences,0.1712,Type6_Anomaly,heterovalent
155031,Fe1 Li1 O2,Fe1 Li1 O2,F m -3 m,Failed,Ambient,Oxide,2006.0,Applied Physics A: Materials Science & Processing,0.1814,Type6_Anomaly,heterovalent
230832,Fe1 Li1 O2,Fe1 Li1 O2,F m -3 m,Failed,Ambient,Oxide,2018.0,Journal of Physical Chemistry C,0.1784,Type6_Anomaly,heterovalent
31081,Fe1 O1,Fe1 O1,F m -3 m,Validated,Ambient,Oxide,1926.0,Zeitschrift fuer Kristallographie,0.0054,,pure
60683,Fe1 O1,Fe1 O1,F m -3 m,Validated,Ambient,Oxide,1945.0,"Journal of the Iron and Steel Institute, London",0.0121,,pure
76639,Fe1 O1,Fe1 O1,F m -3 m,Validated,Ambient,Oxide,1949.0,Bulletin de la Societe Chimique de France,0.0154,,pure
82233,Fe1 O1,Fe1 O1,F m -3 m,Validated,Ambient,Oxide,1996.0,Journal of Solid State Chemistry,0.0307,,pure
180972,Fe1 O1,Fe1 O1,F m -3 m,Validated,Ambient,Oxide,2011.0,Journal of Alloys and Compounds,0.0148,,pure
633029,Fe1 O1,Fe1 O1,F m -3 m,Validated,Ambient,Oxide,1967.0,Journal of Chemical Physics,0.0274,,pure
633036,Fe1 O1,Fe1 O1,F m -3 m,Validated,Ambient,Oxide,,,0.0092,,pure
633038,Fe1 O1,Fe1 O1,F m -3 m,Validated,Ambient,Oxide,1984.0,Transactions and Journal of the British Ceramic Society,0.0021,,pure
109053,Li3 Nb1 O4,Li3 Nb1 O4,F m -3 m,Failed,Ambient,Oxide,,Bulletin de la Societe Francaise de Mineralogie et de Cristallographie,0.2783,Type6_Anomaly,heterovalent
56138,Li3 O4 Ta1,Li3 O4 Ta1,F m -3 m,Failed,Ambient,Oxide,2022.0,Journal of Solid State Chemistry,0.2946,Type6_Anomaly,heterovalent
109086,Li3 O4 Ta1,Li3 O4 Ta1,F m -3 m,Failed,Ambient,Oxide,1964.0,Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE),0.2825,Type6_Anomaly,heterovalent
9863,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,1979.0,Proceedings of the Japan Academy,0.0307,,pure
19755,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,2020.0,Optik,0.0263,,pure
26958,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,1922.0,Zeitschrift fuer Physik,0.034,,pure
29127,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,1920.0,"Nature (London, United Kingdom)",0.034,,pure
31051,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,1921.0,Zeitschrift fuer Kristallographie,0.0097,,pure
44927,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,1964.0,Zhurnal Neorganicheskoi Khimii,0.024,,pure
52026,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,1998.0,"Acta Crystallographica, Section B: Structural Science",0.0274,,pure
52087,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,2022.0,Inorganic Chemistry Communications,0.0296,,pure
52275,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,1935.0,Berichte der Deutschen Keramischen Gesellschaft,0.0251,,pure
56143,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,1927.0,Zeitschrift fuer Physikalische Chemie (Leipzig),0.0296,,pure
60492,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,1964.0,Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE),0.0246,,pure
60692,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,1945.0,"Journal of the Iron and Steel Institute, London",0.0219,,pure
61325,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,1968.0,"Zeitschrift fuer Physikalische Chemie (Muenchen, Germany)",0.0255,,pure
64928,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,1927.0,Zeitschrift fuer Physikalische Chemie (Leipzig),0.0296,,pure
64929,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,1925.0,Zeitschrift fuer Kristallographie,0.0241,,pure
64930,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,1921.0,Zeitschrift fuer Kristallographie,0.0263,,pure
77759,Mg1 O1,Mg1 O1,F m -3 m,Borderline,Ambient,Oxide,1997.0,American Mineralogist,0.0668,,pure
88058,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,1999.0,Journal of Alloys and Compounds,0.0338,,pure
104844,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,1984.0,Transactions and Journal of the British Ceramic Society,0.0243,,pure
104845,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,1977.0,Journal of Materials Science,0.0153,,pure
158103,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,2001.0,European Journal of Mineralogy,0.0244,,pure
159367,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,1976.0,American Mineralogist,0.0241,,pure
159368,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,1976.0,American Mineralogist,0.0241,,pure
159374,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,1976.0,American Mineralogist,0.0208,,pure
159376,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,1976.0,American Mineralogist,0.0252,,pure
169450,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,2011.0,Journal of Alloys and Compounds,0.019,,pure
170905,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,2005.0,Journal of the American Chemical Society,0.0416,,pure
173128,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,2007.0,Chemistry of Materials,0.0235,,pure
173132,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,2007.0,Chemistry of Materials,0.0254,,pure
230803,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,2017.0,Journal of Alloys and Compounds,0.0263,,pure
230804,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,2017.0,Journal of Alloys and Compounds,0.0296,,pure
230805,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,2017.0,Journal of Alloys and Compounds,0.0362,,pure
642712,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,1968.0,Journal of Applied Crystallography,0.0261,,pure
642716,Mg1 O1,Mg1 O1,F m -3 m,Validated,Ambient,Oxide,,,0.0119,,pure
259700,Mn0.02 Ni0.98 O1,Mn0.02 Ni0.98 O1,F m -3 m,Failed,Ambient,Oxide,2016.0,"Physica B: Condensed Matter (Amsterdam, Netherlands)",0.1759,Type3_Vacancy,homovalent
259701,Mn0.02 Ni0.98 O1,Mn0.02 Ni0.98 O1,F m -3 m,Failed,Ambient,Oxide,2016.0,"Physica B: Condensed Matter (Amsterdam, Netherlands)",0.1771,Type3_Vacancy,homovalent
259702,Mn0.04 Ni0.96 O1,Mn0.04 Ni0.96 O1,F m -3 m,Failed,Ambient,Oxide,2016.0,"Physica B: Condensed Matter (Amsterdam, Netherlands)",0.1756,Type3_Vacancy,homovalent
259703,Mn0.04 Ni0.96 O1,Mn0.04 Ni0.96 O1,F m -3 m,Failed,Ambient,Oxide,2016.0,"Physica B: Condensed Matter (Amsterdam, Netherlands)",0.1972,Type3_Vacancy,homovalent
259704,Mn0.06 Ni0.94 O1,Mn0.06 Ni0.94 O1,F m -3 m,Failed,Ambient,Oxide,2016.0,"Physica B: Condensed Matter (Amsterdam, Netherlands)",0.1745,Type3_Vacancy,homovalent
